CTR20230454,安徽医科大学第二附属医院,胡伟,中国,安徽省,合肥市
CTR20230454,安徽医科大学第二附属医院,张茜,中国,安徽省,合肥市
CTR20230445,长沙市第一医院,何鸽飞,中国,湖南省,长沙市
CTR20230438,温州医科大学附属眼视光医院,马慧香,中国,浙江省,温州市
CTR20230437,厦门大学附属第一医院,刘剑锋,中国,福建省,厦门市
CTR20230432,河南省肿瘤医院,闫敏,中国,河南省,郑州市
CTR20230431,天津医科大学总医院,朱晓冬,中国,天津市,天津市
CTR20230427,广东省中医院,李健,中国,广东省,广州市
CTR20230427,广东省中医院,刘奕明,中国,广东省,广州市
CTR20230425,中国医学科学院北京协和医院,王孟昭,中国,北京市,北京市
CTR20230425,中国医学科学院北京协和医院,韩晓红,中国,北京市,北京市
CTR20230425,湖南省肿瘤医院,邬麟,中国,湖南省,长沙市
CTR20230425,河北大学附属医院,臧爱民,中国,河北省,保定市
CTR20230425,济南市中心医院,孙美丽,中国,山东省,济南市
CTR20230423,北京肿瘤医院,宋玉琴,中国,北京市,北京市
CTR20230423,浙江省肿瘤医院,杨海燕,中国,浙江省,杭州市
CTR20230423,大连医科大学附属第二医院,孙秀华,中国,辽宁省,大连市
CTR20230423,宁波市第一医院,盛立霞,中国,浙江省,宁波市
CTR20230423,河北大学附属医院,贾友超,中国,河北省,保定市
CTR20230421,浙江大学医学院附属第一医院,陈江华,中国,浙江省,杭州市
CTR20230421,上海市第一人民医院,戎殳,中国,上海市,上海市
CTR20230421,大连大学附属中山医院,高弼虎,中国,辽宁省,大连市
CTR20230421,东南大学附属中大医院,张晓良,中国,江苏省,无锡市
CTR20230421,东南大学附属中大医院,常文秀,中国,天津市,天津市
CTR20230421,郑州大学第一附属医院,王沛,中国,河南省,郑州市
CTR20230421,厦门大学附属中山医院,关天俊,中国,福建省,厦门市
CTR20230421,首都医科大学附属北京安贞医院,程虹,中国,北京市,北京市
CTR20230421,中国人民解放军北部战区总医院,曹宁,中国,辽宁省,沈阳市
CTR20230421,天津医科大学第二医院,王立华,中国,天津市,天津市
CTR20230421,河南省人民医院,张宏涛,中国,河南省,郑州市
CTR20230421,汾市中心医院,刘黎明,中国,山西省,临汾市
CTR20230420,首都医科大学附属北京友谊医院,张忠涛,中国,北京市,北京市
CTR20230420,北京博爱医院,徐青,中国,北京市,北京市
CTR20230420,南通大学附属医院,薛万江,中国,江苏省,南通市
CTR20230420,淮安市第一人民医院,陶国全,中国,江苏省,淮安市
CTR20230420,徐州医科大学附属医院,宋军,中国,江苏省,徐州市
CTR20230420,河北省人民医院,孙云,中国,河北省,石家庄市
CTR20230420,湖州市中心医院,魏云海,中国,浙江省,湖州市
CTR20230420,宁波市医疗中心李惠利医院,崔巍,中国,浙江省,宁波市
CTR20230420,苏北人民医院,王道荣,中国,江苏省,扬州市
CTR20230420,常州市第二人民医院,秦锡虎,中国,江苏省,常州市
CTR20230420,衢州市人民医院,毛兴龙,中国,浙江省,衢州市
CTR20230420,首都医科大学附属北京安贞医院,纪智礼,中国,北京市,北京市
CTR20230420,南华大学附属南华医院,李峰,中国,湖南省,衡阳市
CTR20230420,西安大兴医院,施海,中国,陕西省,西安市
CTR20230420,西安高新医院,周亮,中国,陕西省,西安市
CTR20230420,江苏大学附属医院,瞿建国,中国,江苏省,镇江市
CTR20230420,华中科技大学同济医学院附属协和医院,蔡开琳,中国,湖北省,武汉市
CTR20230420,陕西省人民医院,王建华,中国,陕西省,西安市
CTR20230420,合肥市第二人民医院,胡开兵,中国,安徽省,合肥市
CTR20230420,南昌大学第二附属医院,曹家庆,中国,江西省,南昌市
CTR20230420,天津市第五中心医院,吴问汉,中国,天津市,天津市
CTR20230418,中国科学技术大学附属第一医院（安徽省立医院）,杨昭毅,中国,安徽省,合肥市
CTR20230412,河南（郑州）中汇心血管病医院,金涛,中国,河南省,郑州市
CTR20230408,长沙泰和医院,谭志荣,中国,湖南省,长沙市
CTR20230406,长沙市第一医院,何鸽飞,中国,湖南省,长沙市
CTR20230404,北京高博博仁医院,贺晴,中国,北京市,北京市
CTR20230404,北京高博博仁医院,谭伟,中国,北京市,北京市
CTR20230403,北京高博博仁医院,贺晴,中国,北京市,北京市
CTR20230403,北京高博博仁医院,谭伟,中国,北京市,北京市
CTR20230401,山东第一医科大学附属肿瘤医院（山东省肿瘤防治研究院、山东省肿瘤医院）,于金明,中国,山东省,济南市
CTR20230401,山东第一医科大学附属肿瘤医院（山东省肿瘤防治研究院、山东省肿瘤医院）,孙玉萍,中国,山东省,济南市
CTR20230400,首都医科大学宣武医院,陈彪,中国,北京市,北京市
CTR20230399,中国医学科学院肿瘤医院,吴令英,中国,北京市,北京市
CTR20230399,山东省肿瘤医院,李庆水,中国,山东省,济南市
CTR20230399,湖南省肿瘤医院,唐静,中国,湖南省,长沙市
CTR20230399,华中科技大学同济医学院附属协和医院,李贵玲,中国,湖北省,武汉市
CTR20230399,河南省肿瘤医院,王莉,中国,河南省,郑州市
CTR20230399,哈尔滨医科大学附属肿瘤医院,娄阁,中国,黑龙江省,哈尔滨市
CTR20230399,中山大学肿瘤防治中心,李俊东,中国,广东省,广州市
CTR20230398,长沙泰和医院,谭志荣,中国,湖南省,长沙市
CTR20230397,天津医科大学肿瘤医院,郝继辉,中国,天津市,天津市
CTR20230394,中山大学肿瘤防治中心,徐瑞华,中国,广东省,广州市
CTR20230394,中山大学肿瘤防治中心,王树森,中国,广东省,广州市
CTR20230392,苏州大学附属第一医院,缪丽燕,中国,江苏省,苏州市
CTR20230392,苏州大学附属第一医院,吴德沛,中国,江苏省,苏州市
CTR20230389,中山大学附属第三医院,林炳亮,中国,广东省,广州市
CTR20230387,首都医科大学附属北京同仁医院,王宁利,中国,北京市,北京市
CTR20230386,河南（郑州）中汇心血管病医院,张明礼,中国,河南省,郑州市
CTR20230380,中日友好医院,杨汀,中国,北京市,北京市
CTR20230380,上海市同济医院,邱忠民,中国,上海市,上海市
CTR20230380,东南大学附属中大医院,章锐锋,中国,江苏省,南京市
CTR20230380,内蒙古包钢医院,杨敬平,中国,内蒙古自治区,包头市
CTR20230380,重庆市红十字会医院（江北区人民医院）,傅铁军,中国,重庆市,重庆市
CTR20230380,南华大学附属第二医院,谭小武,中国,湖南省,衡阳市
CTR20230380,江苏省苏北人民医院,徐兴祥,中国,江苏省,扬州市
CTR20230380,中南大学湘雅二医院,陈燕,中国,湖南省,长沙市
CTR20230380,广州医科大学附属第三医院,魏立平,中国,广东省,广州市
CTR20230380,中国医科大学附属盛京医院,赵立,中国,辽宁省,沈阳市
CTR20230380,山西医科大学第一医院,蒋毅,中国,山西省,太原市
CTR20230380,萍乡市人民医院,董利民,中国,江西省,萍乡市
CTR20230380,广州医科大学附属第一医院,张挪富,中国,广东省,广州市
CTR20230380,江门市中心医院,黄炎明,中国,广东省,江门市
CTR20230380,苏州市立医院,林盪,中国,江苏省,苏州市
CTR20230380,惠州市第三人民医院,周五铁,中国,广东省,惠州市
CTR20230380,浙江省台州医院,冯加喜,中国,浙江省,台州市
CTR20230380,阜阳市人民医院,刘斌,中国,安徽省,阜阳市
CTR20230380,南昌大学第一附属医院,孙龙华,中国,江西省,南昌市
CTR20230380,成都市第五人民医院,刘晓,中国,四川省,成都市
CTR20230380,聊城市人民医院,王焱,中国,山东省,聊城市
CTR20230380,齐齐哈尔市第一医院,周昕,中国,黑龙江省,齐齐哈尔市
CTR20230379,中南大学湘雅二医院,周智广,中国,湖南省,长沙市
CTR20230379,邯郸市第一医院,王海芳,中国,河北省,邯郸市
CTR20230379,沧州市人民医院,边芳,中国,河北省,沧州市
CTR20230379,河北省沧州中西医结合医院,迟秀娥,中国,河北省,沧州市
CTR20230379,长治医学院附属和平医院,吴飞飞,中国,山西省,长治市
CTR20230379,山西省运城市中心医院,王晓婧,中国,山西省,运城市
CTR20230379,晋城大医院,张丽丽,中国,山西省,晋城市
CTR20230379,内蒙古自治区人民医院,李冬梅,中国,内蒙古自治区,呼和浩特市
CTR20230379,内蒙古包钢医院,李子玲,中国,内蒙古自治区,包头市
CTR20230379,哈尔滨医科大学附属第一医院,匡洪宇,中国,黑龙江省,哈尔滨市
CTR20230379,哈尔滨医科大学附属第四医院,成志锋,中国,黑龙江省,哈尔滨市
CTR20230379,吉林大学第二医院,蔡寒青,中国,吉林省,长春市
CTR20230379,吉林省一汽总医院,宋成伟,中国,吉林省,长春市
CTR20230379,通化市中心医院,符文燕,中国,吉林省,通化市
CTR20230379,大连市中心医院,李欣宇,中国,辽宁省,大连市
CTR20230379,锦州医科大学附属第一医院,刘畅,中国,辽宁省,锦州市
CTR20230379,复旦大学附属华东医院,孙皎,中国,上海市,上海市
CTR20230379,同济大学附属同济医院,张秀珍,中国,上海市,上海市
CTR20230379,上海市浦东新区人民医院,蒋晓真,中国,上海市,上海市
CTR20230379,上海市东方医院,冯波,中国,上海市,上海市
CTR20230379,东南大学附属中大医院,王尧,中国,江苏省,南京市
CTR20230379,苏州大学附属第一医院,施毕旻,中国,江苏省,苏州市
CTR20230379,江苏省苏北人民医院,张真稳,中国,江苏省,扬州市
CTR20230379,徐州医科大学附属医院,应长江,中国,江苏省,徐州市
CTR20230379,徐州市肿瘤医院,徐春荣,中国,江苏省,徐州市
CTR20230379,淮安市第一人民医院,毛莉,中国,江苏省,淮安市
CTR20230379,常州市第二人民医院,薛云,中国,江苏省,常州市
CTR20230379,连云港市第二人民医院,高云明,中国,江苏省,连云港市
CTR20230379,安徽省立医院,叶山东,中国,安徽省,合肥市
CTR20230379,安徽医科大学第二附属医院,潘天荣,中国,安徽省,合肥市
CTR20230379,六安市人民医院,王祺,中国,安徽省,六安市
CTR20230379,济南市中心医院,逄曙光,中国,山东省,济南市
CTR20230379,济南市人民医院,张凤梅,中国,山东省,济南市
CTR20230379,淄博市中心医院,赵晓东,中国,山东省,淄博市
CTR20230379,重庆大学附属三峡医院,刘维娟,中国,重庆市,重庆市
CTR20230379,成都大学附属医院,熊萍,中国,四川省,成都市
CTR20230379,西安交通大学第一附属医院,郭辉,中国,陕西省,西安市
CTR20230379,延安大学咸阳医院,王芳,中国,陕西省,咸阳市
CTR20230379,延安大学附属医院,李社莉,中国,陕西省,延安市
CTR20230379,遵义医科大学附属医院,廖鑫,中国,贵州省,遵义市
CTR20230379,郑州人民医院,董其娟,中国,河南省,郑州市
CTR20230379,郑州大学第二附属医院,张东铭,中国,河南省,郑州市
CTR20230379,南阳医学高等专科学校第一附属医院,柳德学,中国,河南省,南阳市
CTR20230379,河南科技大学第一附属医院,付留俊,中国,河南省,洛阳市
CTR20230379,洛阳市第三人民医院,田军航,中国,河南省,洛阳市
CTR20230379,黄石市中心医院,陈晓文,中国,湖北省,黄石市
CTR20230379,荆州市中心医院,曾姣娥,中国,湖北省,荆州市
CTR20230379,岳阳市人民医院,周迪军,中国,湖南省,岳阳市
CTR20230379,益阳市中心医院,彭可,中国,湖南省,益阳市
CTR20230377,北京肿瘤医院,郭军,中国,北京市,北京市
CTR20230377,中山大学孙逸仙纪念医院,林天歆,中国,广东省,广州市
CTR20230377,青岛大学附属医院,牛海涛,中国,山东省,青岛市
CTR20230377,青岛大学附属医院,曹玉,中国,山东省,青岛市
CTR20230377,南昌大学第一附属医院,傅斌,中国,江西省,南昌市
CTR20230377,贵州医科大学附属医院,谷江,中国,贵州省,贵阳市
CTR20230377,贵州医科大学附属医院,何艳,中国,贵州省,贵阳市
CTR20230377,安徽医科大学第一附属医院,梁朝朝,中国,安徽省,合肥市
CTR20230377,四川大学华西医院,沈亚丽,中国,四川省,成都市
CTR20230376,柳州市工人医院,王亚洲,中国,广西壮族自治区,柳州市
CTR20230375,杭州康柏医院,肖国民,中国,浙江省,杭州市
CTR20230373,上海市徐汇区中心医院,余琛,中国,上海市,上海市
CTR20230371,南华大学附属第二医院,盘捷,中国,湖南省,衡阳市
CTR20230370,湖南省肿瘤医院,王静,中国,湖南省,长沙市
CTR20230370,山东省肿瘤医院,孙玉萍,中国,山东省,济南市
CTR20230370,河南省肿瘤医院,王启鸣,中国,河南省,郑州市
CTR20230370,福建省肿瘤医院,刘景丰,中国,福建省,福州市
CTR20230370,浙江大学医学院附属第一医院,申屠建中,中国,浙江省,杭州市
CTR20230370,University of Texas MD Anderson Cancer Center,DrSarinaPihaPaul,United States,Texas,Texas
CTR20230370,NYU Langone,DrSalmanPunekar,United States,New York,New York
CTR20230370,Indiana University Melvin and Bren Simon Comprehensive Cancer Center,MateuszOpyrchal,United States,Indianapolis,Indianapolis
CTR20230367,广州医科大学附属第一医院,赖克方,中国,广东省,广州市
CTR20230367,复旦大学附属中山医院,金美玲,中国,上海市,上海市
CTR20230367,山东省立医院,刘毅,中国,山东省,济南市
CTR20230367,四川大学华西医院,王刚,中国,四川省,成都市
CTR20230367,内蒙古自治区人民医院,徐毛冶,中国,内蒙古自治区,呼和浩特市
CTR20230367,中国医学大学附属盛京医院,赵立,中国,辽宁省,沈阳市
CTR20230367,同济大学附属同济医院,邱忠民,中国,上海市,上海市
CTR20230367,南昌大学第一附属医院,张伟,中国,江西省,南昌市
CTR20230367,首都医科大学附属北京朝阳医院,黄克武,中国,北京市,北京市
CTR20230367,上海市第一人民医院,张旻,中国,上海市,上海市
CTR20230367,河北医科大学第二医院,阎锡新,中国,河北省,石家庄市
CTR20230367,青岛大学附属医院,程兆忠,中国,山东省,青岛市
CTR20230367,苏北人民医院,徐兴祥,中国,江苏省,扬州市
CTR20230367,中南大学湘雅医院,潘频华,中国,湖南省,长沙市
CTR20230367,山东大学齐鲁医院,曲仪庆,中国,山东省,济南市
CTR20230367,中日友好医院,苏楠,中国,北京市,北京市
CTR20230367,连云港市第一人民医院,李家树,中国,江苏省,连云港市
CTR20230367,广西医科大学第一附属医院,何志义,中国,广西壮族自治区,南宁市
CTR20230367,郑州大学第一附属医院,程哲,中国,河南省,郑州市
CTR20230367,浙江大学医学院附属第二医院,李雯,中国,浙江省,杭州市
CTR20230367,惠州市第三人民医院,周五铁,中国,广东省,惠州市
CTR20230367,西安医学院第一附属医院,王胜昱,中国,陕西省,西安市
CTR20230366,湖南省妇幼保健院,邓君,中国,湖南省,长沙市
CTR20230365,北京肿瘤医院,李惠平,中国,北京市,北京市
CTR20230363,河北省人民医院,白万军,中国,河北省,石家庄市
CTR20230362,蚌埠医学院附属第一医院,汪盛,中国,安徽省,蚌埠市
CTR20230362,山东第一医科大学附属肿瘤医院,边家盛,中国,山东省,济南市
CTR20230362,北京医院,万奔,中国,北京市,北京市
CTR20230362,中山大学附属肿瘤医院,李永红,中国,广东省,广州市
CTR20230362,南京大学医学院附属鼓楼医院,郭宏骞,中国,江苏省,南京市
CTR20230362,河南省肿瘤医院,李靖,中国,河南省,郑州市
CTR20230362,哈尔滨医科大学附属肿瘤医院,陈辉,中国,黑龙江省,哈尔滨市
CTR20230362,华中科技大学同济医学院附属协和医院,章小平,中国,湖北省,武汉市
CTR20230362,湖南省肿瘤医院,蒋书算,中国,湖南省,长沙市
CTR20230362,四川大学华西医院,李响,中国,四川省,成都市
CTR20230362,重庆医科大学附属第二医院,姜庆,中国,重庆市,重庆市
CTR20230361,中国医学科学院阜外医院深圳医院,郑哲,中国,广东省,深圳市
CTR20230361,中国医学科学院阜外医院,郑哲,中国,北京市,北京市
CTR20230361,华中科技大学同济医学院附属协和医院,董念国,中国,湖北省,武汉市
CTR20230361,阜外华中心血管病医院,程兆云,中国,河南省,郑州市
CTR20230361,苏州大学附属第一医院,沈振亚,中国,江苏省,苏州市
CTR20230361,中南大学湘雅二医院,廖晓波,中国,湖南省,长沙市
CTR20230359,北京肿瘤医院,沈琳,中国,北京市,北京市
CTR20230359,哈尔滨医科大学附属肿瘤医院,张艳桥,中国,黑龙江省,哈尔滨市
CTR20230359,安徽省立医院,刘连新,中国,安徽省,合肥市
CTR20230359,河南省肿瘤医院,罗素霞,中国,河南省,郑州市
CTR20230359,复旦大学附属肿瘤医院,叶定伟,中国,上海市,上海市
CTR20230359,湖北省肿瘤医院,徐慧婷,中国,湖北省,武汉市
CTR20230359,湖南省肿瘤医院,古善智,中国,湖南省,长沙市
CTR20230359,徐州市中心医院,袁媛,中国,江苏省,徐州市
CTR20230359,重庆市肿瘤医院,罗宏,中国,重庆市,重庆市
CTR20230359,复旦大学附属中山医院,刘天舒,中国,上海市,上海市
CTR20230359,高雄医学大学附设中和纪念医院 (KMUH),陈立宗,中国台湾,台湾,高雄
CTR20230359,台北荣民总医院,陈明晃,中国台湾,台湾,台北
CTR20230359,University Hospitals Cleveland Medical Center,AmitMahipal,美国,Ohio,Cleveland
CTR20230359,Sarah Cannon Research Institute - Tennessee Oncology,BenjaminGarmezy,美国,Tennessee,Nashville
CTR20230359,Sarah Cannon Research Institute (Florida Cancer Specialists),CesarPerezBatista,美国,Florida,Orlando
CTR20230359,Mayo Clinic Pharmacy,HaniBabiker,美国,Florida,Jacksonville
CTR20230359,UPMC Hillman Cancer Center,JasonLuke,美国,Pennsylvania,Pittsburg
CTR20230359,NYU Langone Cancer Center,KristenSpencer,美国,New York,New York
CTR20230359,START (Midwest),ManishSharma,美国,Michigan,Grand Rapids
CTR20230359,Johns Hopkins Sidney Kimmel Comprehensive Cancer Center,MarinaBaretti,美国,Maryland,Baltimore
CTR20230359,Mayo Clinic Phoenix Oncology Pharmacy,MiteshBorad,美国,Arizona,Phoenix
CTR20230359,University of Wisconsin - Carbone Cancer Center,NataliyaUboha,美国,Wisconsin,Madison
CTR20230359,UC San Diego Moores Cancer Center,ShumeiKato,美国,California,La Jolla
CTR20230359,Mayo Clinic Cancer Center Outpatient Pharmacy,ZhaohuiJin,美国,Minnesota,Rochester
CTR20230359,国立台湾大学医学院附设医院,林家齐,中国台湾,台湾,台北
CTR20230357,复旦大学附属华山医院,张菁,中国,上海市,上海市
CTR20230357,复旦大学附属华山医院,徐金华,中国,上海市,上海市
CTR20230357,上海交通大学医学院附属新华医院,沈伟,中国,上海市,上海市
CTR20230357,上海交通大学医学院附属新华医院,姚智荣,中国,上海市,上海市
CTR20230357,上海市皮肤病医院,朱全刚,中国,上海市,上海市
CTR20230357,上海市皮肤病医院,丁杨峰,中国,上海市,上海市
CTR20230357,福建医科大学附属第一医院,纪超,中国,福建省,福州市
CTR20230357,福建医科大学附属第一医院,黄品芳,中国,福建省,福州市
CTR20230356,中南大学湘雅二医院,周智广,中国,湖南省,长沙市
CTR20230356,中南大学湘雅二医院,方平飞,中国,湖南省,长沙市
CTR20230355,赣州市人民医院,曾纪荣,中国,江西省,赣州市
CTR20230354,浙江大学医学院附属第一医院,陈江华,中国,浙江省,杭州市
CTR20230354,四川省人民医院,李贵森,中国,四川省,成都市
CTR20230354,武汉大学人民医院,王惠明,中国,湖北省,武汉市
CTR20230354,中国医学科学院北京协和医院,李雪梅,中国,北京市,北京市
CTR20230354,郑州大学附属第一医院,刘章锁,中国,河南省,郑州市
CTR20230354,中国医科大学附属第一医院,姚丽,中国,辽宁省,沈阳市
CTR20230354,复旦大学附属华山医院,陈靖,中国,上海市,上海市
CTR20230354,中山大学附属第一医院,陈崴,中国,广东省,广州市
